customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,MonthlyCharges,TotalCharges,Churn
4475-UUUUU,Female,1,No,Yes,44,Yes,DSL,114.73,5048.12,Yes
1349-BBBBB,Female,0,Yes,Yes,67,Yes,No,40.56,2717.52,Yes
6464-HHHHH,Female,0,No,No,6,Yes,No,81.37,488.22,No
3063-ZZZZZ,Female,0,Yes,No,48,Yes,Fiber optic,42.31,2030.88,No
4362-CCCCC,Male,0,Yes,Yes,8,Yes,Fiber optic,74.57,596.56,No
4394-SSSSS,Female,0,No,Yes,35,Yes,DSL,88.4,3094.0,Yes
4538-HHHHH,Female,0,No,Yes,0,Yes,Fiber optic,39.02,0.0,Yes
6383-YYYYY,Female,0,Yes,No,9,Yes,Fiber optic,72.09,648.81,Yes
3417-ZZZZZ,Female,0,Yes,No,35,Yes,No,66.91,2341.85,Yes
1046-IIIII,Female,1,Yes,No,45,Yes,No,27.1,1219.5,No
3370-EEEEE,Male,0,No,Yes,31,Yes,Fiber optic,101.83,3156.73,Yes
9850-IIIII,Male,0,Yes,Yes,31,Yes,Fiber optic,53.57,1660.67,No
3858-DDDDD,Female,1,No,No,5,Yes,Fiber optic,77.46,387.3,No
1422-EEEEE,Male,0,No,No,47,Yes,DSL,71.48,3359.56,No
1243-LLLLL,Female,1,No,Yes,37,Yes,DSL,71.33,2639.21,No
4898-SSSSS,Female,0,Yes,Yes,16,Yes,DSL,30.72,491.52,No
6304-AAAAA,Male,0,No,Yes,26,No,Fiber optic,62.35,1621.1,Yes
3854-IIIII,Male,0,No,Yes,53,Yes,Fiber optic,65.24,3457.72,No
1858-EEEEE,Female,0,No,No,49,Yes,DSL,93.36,4574.64,No
7897-QQQQQ,Female,0,No,Yes,34,Yes,DSL,104.0,3536.0,Yes
2862-XXXXX,Female,0,No,Yes,24,No,Fiber optic,74.5,1788.0,No
2041-PPPPP,Male,0,Yes,Yes,27,Yes,No,28.68,774.36,No
8344-YYYYY,Female,0,No,No,14,Yes,DSL,43.68,611.52,No
6931-QQQQQ,Female,0,No,No,3,Yes,Fiber optic,36.49,109.47,Yes
2786-OOOOO,Female,1,Yes,Yes,26,Yes,Fiber optic,32.46,843.96,Yes
9254-HHHHH,Male,1,No,Yes,25,Yes,No,56.59,1414.75,No
1710-XXXXX,Female,1,Yes,Yes,18,Yes,Fiber optic,42.94,772.92,Yes
9543-JJJJJ,Female,0,No,No,16,Yes,Fiber optic,41.83,669.28,No
8504-UUUUU,Male,0,Yes,No,42,No,DSL,25.47,1069.74,No
1510-BBBBB,Female,0,Yes,No,40,Yes,DSL,21.77,870.8,Yes
8847-MMMMM,Female,0,No,Yes,41,Yes,No,30.28,1241.48,No
7984-VVVVV,Male,0,No,No,49,Yes,No,37.22,1823.78,No
2768-PPPPP,Female,0,No,Yes,39,Yes,Fiber optic,63.1,2460.9,Yes
8267-CCCCC,Male,0,Yes,Yes,38,Yes,DSL,71.05,2699.9,No
2323-KKKKK,Male,0,Yes,Yes,22,Yes,No,34.06,749.32,No
3430-CCCCC,Female,0,Yes,No,51,Yes,No,62.48,3186.48,No
3067-IIIII,Female,0,No,Yes,46,Yes,No,54.17,2491.82,No
9984-WWWWW,Female,0,Yes,No,62,Yes,Fiber optic,38.34,2377.08,No
6327-MMMMM,Female,1,Yes,No,68,No,DSL,20.68,1406.24,No
9692-JJJJJ,Male,0,No,Yes,42,Yes,No,66.7,2801.4,No
8433-QQQQQ,Female,0,Yes,Yes,47,Yes,DSL,88.57,4162.79,No
8048-DDDDD,Male,0,Yes,No,33,Yes,No,42.63,1406.79,No
2874-UUUUU,Female,0,No,Yes,39,Yes,No,33.18,1294.02,No
4522-NNNNN,Female,0,Yes,No,60,Yes,DSL,108.7,6522.0,Yes
8398-HHHHH,Female,0,No,Yes,49,Yes,DSL,47.5,2327.5,No
7779-KKKKK,Male,0,No,No,66,Yes,DSL,42.36,2795.76,No
8430-MMMMM,Female,0,No,No,61,Yes,Fiber optic,105.71,6448.31,Yes
7815-XXXXX,Female,0,No,No,57,Yes,No,101.71,5797.47,No
2557-KKKKK,Female,0,No,No,32,Yes,Fiber optic,64.83,2074.56,Yes
7992-KKKKK,Female,1,Yes,Yes,15,Yes,DSL,68.92,1033.8,Yes
5176-LLLLL,Male,0,Yes,Yes,47,Yes,No,41.77,1963.19,No
3500-VVVVV,Female,0,No,No,9,Yes,Fiber optic,27.83,250.47,No
8770-CCCCC,Male,1,No,No,37,Yes,No,77.34,2861.58,Yes
2494-CCCCC,Male,0,Yes,Yes,18,Yes,Fiber optic,29.83,536.94,No
2527-NNNNN,Male,0,No,Yes,35,Yes,DSL,64.93,2272.55,No
2582-XXXXX,Male,0,No,Yes,58,Yes,Fiber optic,114.05,6614.9,Yes
7105-ZZZZZ,Male,0,No,Yes,62,Yes,No,115.28,7147.36,No
3131-RRRRR,Male,1,Yes,Yes,45,Yes,No,43.93,1976.85,No
1982-SSSSS,Female,0,Yes,Yes,2,Yes,No,82.41,164.82,No
6400-VVVVV,Male,1,No,No,64,Yes,No,67.41,4314.24,No
3002-NNNNN,Male,0,No,Yes,7,Yes,DSL,107.57,752.99,No
6793-VVVVV,Male,0,Yes,Yes,50,Yes,Fiber optic,47.14,2357.0,Yes
7929-XXXXX,Female,0,Yes,No,5,Yes,DSL,20.37,101.85,No
1842-JJJJJ,Female,0,No,Yes,38,Yes,DSL,36.26,1377.88,No
6119-LLLLL,Male,0,No,Yes,59,Yes,DSL,54.95,3242.05,No
2697-SSSSS,Female,1,Yes,Yes,27,Yes,No,51.57,1392.39,Yes
9313-GGGGG,Male,0,Yes,Yes,53,Yes,No,99.14,5254.42,No
3535-VVVVV,Male,1,Yes,Yes,36,No,No,88.06,3170.16,No
8900-HHHHH,Female,0,No,No,8,Yes,Fiber optic,49.96,399.68,Yes
2773-LLLLL,Male,1,Yes,Yes,55,Yes,No,65.77,3617.35,Yes
7022-DDDDD,Female,0,No,No,58,No,Fiber optic,29.56,1714.48,No
5564-SSSSS,Female,0,Yes,No,1,Yes,No,109.81,109.81,No
4705-ZZZZZ,Male,1,Yes,Yes,60,Yes,No,113.54,6812.4,Yes
8030-RRRRR,Male,0,Yes,No,57,Yes,DSL,117.98,6724.86,No
1430-TTTTT,Female,0,Yes,Yes,59,Yes,DSL,106.86,6304.74,No
5381-AAAAA,Male,0,No,No,39,Yes,DSL,37.4,1458.6,No
3955-IIIII,Male,0,No,No,35,Yes,Fiber optic,24.62,861.7,No
6062-KKKKK,Male,1,Yes,Yes,36,Yes,Fiber optic,77.96,2806.56,No
6751-AAAAA,Female,0,No,Yes,17,Yes,No,111.26,1891.42,No
3972-EEEEE,Female,0,Yes,Yes,62,No,Fiber optic,37.74,2339.88,No
7566-CCCCC,Male,0,Yes,Yes,21,Yes,No,20.7,434.7,No
3324-XXXXX,Female,0,Yes,Yes,10,Yes,Fiber optic,100.55,1005.5,No
1502-CCCCC,Female,0,Yes,No,57,Yes,Fiber optic,27.68,1577.76,No
9691-GGGGG,Female,0,No,No,56,Yes,Fiber optic,61.37,3436.72,No
7163-NNNNN,Female,0,Yes,No,3,Yes,DSL,87.89,263.67,Yes
8432-KKKKK,Female,0,Yes,No,6,No,Fiber optic,43.68,262.08,Yes
3578-LLLLL,Male,0,No,No,60,Yes,DSL,28.4,1704.0,No
6105-XXXXX,Male,0,Yes,No,53,Yes,DSL,97.0,5141.0,Yes
6314-YYYYY,Male,0,Yes,No,67,Yes,Fiber optic,83.02,5562.34,Yes
2391-BBBBB,Female,0,Yes,Yes,0,Yes,No,118.85,0.0,No
3549-FFFFF,Female,0,No,Yes,54,No,No,54.43,2939.22,Yes
1815-VVVVV,Male,0,Yes,No,2,Yes,No,26.18,52.36,Yes
2336-IIIII,Female,0,No,No,37,Yes,Fiber optic,93.44,3457.28,Yes
8259-VVVVV,Male,0,Yes,Yes,0,Yes,No,72.17,0.0,No
7947-PPPPP,Male,0,Yes,Yes,37,Yes,DSL,41.32,1528.84,No
8242-NNNNN,Male,0,No,Yes,28,Yes,No,98.17,2748.76,No
5475-GGGGG,Female,0,Yes,Yes,4,Yes,Fiber optic,40.38,161.52,No
9394-DDDDD,Female,0,Yes,No,20,Yes,No,46.07,921.4,No
6655-NNNNN,Male,0,No,Yes,70,Yes,DSL,29.25,2047.5,No
2816-JJJJJ,Male,0,No,No,66,Yes,Fiber optic,59.94,3956.04,No
8972-QQQQQ,Male,1,No,No,46,Yes,No,61.89,2846.94,No
6053-BBBBB,Male,0,No,No,34,Yes,Fiber optic,71.46,2429.64,No
4612-MMMMM,Female,0,No,Yes,67,Yes,Fiber optic,90.9,6090.3,Yes
1897-AAAAA,Female,0,Yes,Yes,68,Yes,Fiber optic,110.61,7521.48,Yes
4349-JJJJJ,Male,0,No,No,0,Yes,No,33.77,0.0,Yes
4460-YYYYY,Male,0,Yes,No,67,Yes,Fiber optic,25.43,1703.81,No
3248-YYYYY,Female,1,Yes,No,11,Yes,No,21.85,240.35,No
5186-JJJJJ,Female,0,Yes,Yes,59,Yes,DSL,34.36,2027.24,No
6375-DDDDD,Male,0,No,No,26,Yes,No,85.79,2230.54,Yes
1126-PPPPP,Male,0,No,Yes,55,Yes,DSL,92.75,5101.25,No
8055-FFFFF,Male,0,Yes,No,22,Yes,No,98.65,2170.3,No
3116-MMMMM,Female,0,No,No,24,Yes,Fiber optic,44.37,1064.88,No
9725-WWWWW,Female,0,No,No,20,No,No,50.59,1011.8,No
4770-QQQQQ,Female,0,No,Yes,60,Yes,Fiber optic,68.31,4098.6,No
6802-CCCCC,Male,0,No,Yes,62,Yes,DSL,26.32,1631.84,No
7505-XXXXX,Male,0,Yes,No,51,Yes,No,81.11,4136.61,No
1693-NNNNN,Female,0,Yes,Yes,24,Yes,Fiber optic,118.37,2840.88,No
1307-OOOOO,Female,0,No,No,54,Yes,DSL,56.08,3028.32,Yes
2275-KKKKK,Male,0,Yes,Yes,45,Yes,DSL,95.28,4287.6,Yes
8033-SSSSS,Female,0,No,Yes,31,No,No,70.0,2170.0,No
7626-WWWWW,Female,0,No,Yes,54,Yes,DSL,32.78,1770.12,Yes
7843-JJJJJ,Male,0,Yes,No,4,Yes,Fiber optic,78.22,312.88,No
2887-MMMMM,Female,0,Yes,Yes,35,Yes,DSL,49.99,1749.65,No
1341-KKKKK,Male,0,Yes,Yes,48,Yes,DSL,23.44,1125.12,No
3815-ZZZZZ,Male,0,No,No,57,Yes,Fiber optic,83.49,4758.93,No
8538-WWWWW,Male,0,Yes,No,38,Yes,DSL,105.89,4023.82,No
6928-CCCCC,Male,0,No,No,60,Yes,DSL,54.48,3268.8,No
8155-DDDDD,Male,0,Yes,No,8,Yes,DSL,59.03,472.24,No
4986-NNNNN,Male,0,Yes,Yes,5,Yes,DSL,109.1,545.5,No
7560-QQQQQ,Male,0,No,Yes,34,Yes,Fiber optic,101.36,3446.24,Yes
2288-MMMMM,Female,1,No,Yes,38,Yes,DSL,91.5,3477.0,No
6083-XXXXX,Male,0,No,Yes,21,Yes,Fiber optic,44.88,942.48,No
6562-HHHHH,Male,0,No,Yes,40,Yes,DSL,111.02,4440.8,No
6456-YYYYY,Female,0,No,No,4,Yes,DSL,35.44,141.76,No
3754-CCCCC,Female,1,No,Yes,41,Yes,DSL,82.68,3389.88,No
9363-UUUUU,Female,0,No,Yes,66,Yes,DSL,22.88,1510.08,No
2868-QQQQQ,Male,0,No,Yes,29,Yes,Fiber optic,84.37,2446.73,No
9355-GGGGG,Female,0,Yes,No,56,Yes,Fiber optic,47.71,2671.76,No
6724-LLLLL,Male,0,No,No,28,Yes,Fiber optic,64.97,1819.16,No
3419-HHHHH,Male,0,No,Yes,36,Yes,No,54.53,1963.08,No
2684-EEEEE,Male,1,Yes,No,12,No,DSL,37.28,447.36,No
5193-GGGGG,Male,0,No,No,31,Yes,DSL,82.2,2548.2,No
3842-TTTTT,Female,0,Yes,No,45,Yes,Fiber optic,108.2,4869.0,No
3504-YYYYY,Female,0,Yes,No,22,Yes,No,115.91,2550.02,No
2234-FFFFF,Male,0,No,No,44,Yes,DSL,39.23,1726.12,No
9095-OOOOO,Male,0,Yes,No,16,Yes,Fiber optic,91.74,1467.84,No
8354-VVVVV,Male,0,No,No,65,Yes,DSL,86.43,5617.95,No
6295-UUUUU,Female,0,Yes,Yes,5,Yes,DSL,54.34,271.7,Yes
6179-EEEEE,Male,0,Yes,Yes,17,Yes,Fiber optic,21.91,372.47,No
8205-CCCCC,Male,0,Yes,No,21,Yes,Fiber optic,88.98,1868.58,No
8682-OOOOO,Female,0,No,Yes,32,Yes,DSL,114.55,3665.6,No
5961-ZZZZZ,Female,1,No,Yes,29,Yes,DSL,83.21,2413.09,No
5500-SSSSS,Male,0,Yes,No,31,Yes,Fiber optic,63.53,1969.43,No
1920-LLLLL,Female,1,Yes,Yes,41,Yes,DSL,72.52,2973.32,Yes
9312-CCCCC,Female,0,No,No,9,Yes,DSL,39.96,359.64,No
6085-OOOOO,Male,0,No,No,35,Yes,Fiber optic,95.05,3326.75,No
8404-BBBBB,Female,0,Yes,No,33,Yes,DSL,94.64,3123.12,Yes
1932-LLLLL,Male,0,Yes,Yes,27,Yes,DSL,34.55,932.85,Yes
5703-CCCCC,Female,0,No,Yes,10,No,No,107.8,1078.0,No
2479-TTTTT,Male,0,No,Yes,38,Yes,Fiber optic,46.92,1782.96,No
9307-MMMMM,Male,0,No,Yes,46,Yes,No,118.23,5438.58,No
8581-SSSSS,Male,0,No,No,18,Yes,No,58.29,1049.22,Yes
1672-OOOOO,Female,1,No,No,14,Yes,No,37.79,529.06,Yes
4084-KKKKK,Male,1,Yes,Yes,27,No,DSL,55.17,1489.59,No
8792-QQQQQ,Female,0,No,No,23,Yes,DSL,64.02,1472.46,No
3471-BBBBB,Male,0,Yes,No,71,Yes,No,26.93,1912.03,No
8381-DDDDD,Male,0,No,Yes,8,Yes,No,77.82,622.56,No
6626-WWWWW,Female,0,Yes,No,46,Yes,No,79.76,3668.96,No
2381-QQQQQ,Male,0,No,Yes,32,Yes,DSL,93.89,3004.48,No
3827-BBBBB,Male,0,No,No,61,Yes,No,22.92,1398.12,Yes
5059-WWWWW,Female,0,Yes,Yes,18,No,No,74.12,1334.16,No
8172-OOOOO,Male,1,Yes,No,66,Yes,Fiber optic,25.29,1669.14,No
9586-QQQQQ,Male,0,No,No,39,Yes,Fiber optic,90.11,3514.29,Yes
3600-LLLLL,Male,0,No,Yes,46,Yes,DSL,25.57,1176.22,Yes
7108-JJJJJ,Male,0,No,Yes,64,Yes,Fiber optic,111.17,7114.88,Yes
7347-NNNNN,Female,0,No,Yes,28,No,Fiber optic,90.21,2525.88,No
6543-VVVVV,Female,0,No,Yes,49,No,Fiber optic,70.74,3466.26,No
1857-ZZZZZ,Male,1,Yes,No,12,Yes,DSL,64.15,769.8,Yes
6482-CCCCC,Female,0,Yes,No,0,Yes,Fiber optic,33.07,0.0,No
6401-DDDDD,Male,1,No,Yes,33,Yes,DSL,49.1,1620.3,Yes
7333-JJJJJ,Female,0,Yes,No,47,No,No,106.9,5024.3,No
5128-XXXXX,Male,0,Yes,Yes,47,Yes,Fiber optic,110.45,5191.15,No
3463-KKKKK,Male,0,Yes,Yes,48,Yes,DSL,20.07,963.36,No
2335-SSSSS,Male,0,No,No,63,No,Fiber optic,79.41,5002.83,No
3317-LLLLL,Male,1,Yes,No,60,No,No,91.93,5515.8,No
6082-UUUUU,Male,1,No,Yes,28,Yes,DSL,81.87,2292.36,No
7421-EEEEE,Male,0,Yes,Yes,38,Yes,DSL,28.17,1070.46,No
2388-JJJJJ,Female,0,No,Yes,25,No,DSL,41.77,1044.25,No
7171-UUUUU,Male,0,Yes,No,16,Yes,No,45.03,720.48,Yes
6381-EEEEE,Female,1,No,No,70,No,No,103.17,7221.9,Yes
9624-CCCCC,Male,0,No,No,12,Yes,No,66.32,795.84,No
7937-QQQQQ,Female,0,Yes,No,68,Yes,DSL,68.68,4670.24,No
6928-AAAAA,Female,0,No,Yes,25,Yes,No,113.49,2837.25,No
6940-JJJJJ,Female,0,No,Yes,48,Yes,Fiber optic,83.71,4018.08,No
3953-GGGGG,Male,0,No,Yes,66,Yes,No,109.87,7251.42,No
6598-YYYYY,Male,0,No,Yes,6,Yes,DSL,65.65,393.9,No
8967-GGGGG,Female,1,No,Yes,57,Yes,Fiber optic,34.94,1991.58,No
4711-EEEEE,Male,0,No,Yes,48,Yes,No,112.99,5423.52,No
3538-CCCCC,Female,0,No,No,52,Yes,Fiber optic,65.87,3425.24,No
5846-ZZZZZ,Male,1,No,No,64,Yes,Fiber optic,38.16,2442.24,No
2657-QQQQQ,Female,0,Yes,Yes,61,Yes,DSL,50.24,3064.64,No
9843-XXXXX,Female,1,Yes,Yes,16,Yes,Fiber optic,25.08,401.28,No
9626-BBBBB,Male,0,No,No,42,Yes,Fiber optic,66.83,2806.86,No
6517-YYYYY,Female,0,No,No,24,Yes,DSL,105.31,2527.44,Yes
3147-TTTTT,Male,1,Yes,No,2,Yes,DSL,113.36,226.72,Yes
7172-EEEEE,Female,0,Yes,No,28,Yes,DSL,113.26,3171.28,No
3658-FFFFF,Female,0,Yes,Yes,31,No,Fiber optic,32.52,1008.12,No
3712-XXXXX,Male,0,No,Yes,25,Yes,Fiber optic,58.21,1455.25,No
8170-BBBBB,Male,0,Yes,Yes,15,Yes,Fiber optic,22.82,342.3,No
7731-LLLLL,Male,0,No,Yes,24,No,DSL,105.52,2532.48,No
4891-OOOOO,Female,0,No,Yes,53,Yes,No,55.88,2961.64,No
5668-YYYYY,Male,1,Yes,No,27,Yes,Fiber optic,83.11,2243.97,Yes
8355-HHHHH,Female,0,No,Yes,55,Yes,No,91.49,5031.95,No
9749-HHHHH,Female,0,No,No,64,Yes,DSL,62.98,4030.72,No
6070-ZZZZZ,Male,0,No,Yes,40,Yes,Fiber optic,50.64,2025.6,Yes
8684-GGGGG,Male,0,No,Yes,50,Yes,No,116.22,5811.0,No
7026-VVVVV,Female,0,Yes,Yes,70,Yes,Fiber optic,116.45,8151.5,No
8218-OOOOO,Female,1,Yes,Yes,28,Yes,Fiber optic,48.94,1370.32,No
5616-YYYYY,Male,0,No,Yes,18,Yes,Fiber optic,67.96,1223.28,No
7256-QQQQQ,Male,0,No,No,65,Yes,No,117.28,7623.2,No
9641-NNNNN,Male,0,Yes,No,40,Yes,DSL,20.49,819.6,No
3655-GGGGG,Male,0,No,No,44,Yes,Fiber optic,61.27,2695.88,No
3267-IIIII,Male,0,Yes,Yes,14,Yes,DSL,30.05,420.7,No
1854-UUUUU,Female,0,No,Yes,2,Yes,DSL,70.92,141.84,No
8873-LLLLL,Female,0,No,No,10,Yes,No,22.47,224.7,No
2680-WWWWW,Female,0,Yes,Yes,52,Yes,No,60.69,3155.88,Yes
9452-DDDDD,Female,0,Yes,Yes,45,Yes,DSL,42.07,1893.15,Yes
5670-CCCCC,Male,0,Yes,No,29,Yes,Fiber optic,73.33,2126.57,No
3626-IIIII,Male,0,Yes,Yes,56,Yes,No,119.6,6697.6,Yes
8361-QQQQQ,Male,0,No,No,17,Yes,Fiber optic,100.05,1700.85,No
3414-NNNNN,Female,0,Yes,Yes,50,Yes,Fiber optic,104.56,5228.0,No
2502-HHHHH,Female,0,No,No,47,Yes,Fiber optic,83.53,3925.91,No
8391-LLLLL,Male,0,Yes,Yes,65,Yes,DSL,24.16,1570.4,No
1436-NNNNN,Male,0,Yes,Yes,7,Yes,Fiber optic,40.68,284.76,No
1872-MMMMM,Female,0,No,No,21,Yes,DSL,112.51,2362.71,No
9224-LLLLL,Female,1,Yes,Yes,5,Yes,DSL,56.61,283.05,Yes
4862-MMMMM,Male,0,Yes,Yes,56,Yes,Fiber optic,30.36,1700.16,Yes
2337-LLLLL,Male,0,Yes,No,35,Yes,Fiber optic,90.24,3158.4,No
4678-AAAAA,Female,1,Yes,Yes,56,Yes,Fiber optic,49.95,2797.2,No
6221-DDDDD,Male,0,No,No,48,Yes,Fiber optic,46.89,2250.72,Yes
6493-ZZZZZ,Male,0,No,Yes,44,Yes,DSL,119.8,5271.2,No
3392-EEEEE,Male,0,Yes,Yes,65,Yes,Fiber optic,105.81,6877.65,No
1627-JJJJJ,Female,0,Yes,Yes,44,Yes,Fiber optic,60.79,2674.76,No
8740-WWWWW,Female,0,Yes,Yes,19,Yes,DSL,118.03,2242.57,Yes
3273-YYYYY,Female,1,No,No,63,Yes,No,85.01,5355.63,No
8685-OOOOO,Female,0,No,Yes,66,Yes,No,94.2,6217.2,Yes
1086-CCCCC,Female,0,No,No,2,Yes,DSL,23.15,46.3,No
1311-IIIII,Female,0,No,Yes,53,Yes,No,32.16,1704.48,No
4533-EEEEE,Female,1,Yes,Yes,63,Yes,DSL,83.31,5248.53,No
9991-XXXXX,Male,0,Yes,Yes,39,Yes,Fiber optic,109.9,4286.1,No
9647-NNNNN,Male,0,Yes,Yes,58,Yes,Fiber optic,82.37,4777.46,No
2821-YYYYY,Male,0,No,No,54,Yes,No,33.4,1803.6,No
5720-HHHHH,Male,0,Yes,No,61,Yes,Fiber optic,31.58,1926.38,No
5934-DDDDD,Male,1,No,No,3,Yes,No,104.42,313.26,No
1782-HHHHH,Male,1,No,No,59,Yes,No,33.93,2001.87,No
7878-UUUUU,Male,0,Yes,Yes,29,No,Fiber optic,72.02,2088.58,No
8489-CCCCC,Female,1,Yes,No,1,Yes,Fiber optic,23.71,23.71,No
2816-PPPPP,Female,0,Yes,No,61,Yes,No,28.07,1712.27,No
9782-AAAAA,Male,1,No,Yes,48,Yes,Fiber optic,87.23,4187.04,No
9443-SSSSS,Male,0,No,Yes,8,Yes,DSL,88.92,711.36,No
4963-WWWWW,Female,0,Yes,Yes,30,Yes,Fiber optic,54.15,1624.5,No
3352-JJJJJ,Male,0,Yes,Yes,60,No,Fiber optic,41.56,2493.6,No
8032-AAAAA,Male,0,No,No,47,Yes,DSL,101.37,4764.39,Yes
6780-HHHHH,Female,0,Yes,No,24,Yes,Fiber optic,41.71,1001.04,Yes
7825-FFFFF,Male,0,No,Yes,35,Yes,Fiber optic,74.2,2597.0,No
2402-QQQQQ,Female,0,No,Yes,7,Yes,No,116.82,817.74,No
6908-CCCCC,Male,0,Yes,Yes,57,Yes,Fiber optic,34.79,1983.03,No
9618-RRRRR,Female,0,Yes,No,44,Yes,Fiber optic,114.09,5019.96,No
9312-ZZZZZ,Female,0,Yes,No,61,No,DSL,38.29,2335.69,Yes
9316-RRRRR,Female,1,Yes,Yes,38,Yes,No,76.74,2916.12,No
1333-MMMMM,Male,0,No,Yes,57,Yes,No,57.7,3288.9,No
8702-BBBBB,Female,0,No,No,63,Yes,No,116.49,7338.87,Yes
7338-LLLLL,Male,0,No,Yes,43,Yes,Fiber optic,47.35,2036.05,No
5155-XXXXX,Male,1,Yes,Yes,28,Yes,No,59.97,1679.16,No
1266-LLLLL,Male,0,No,No,58,Yes,DSL,118.29,6860.82,No
2106-LLLLL,Male,0,Yes,Yes,70,Yes,No,73.65,5155.5,No
4950-XXXXX,Female,0,Yes,No,8,Yes,DSL,70.26,562.08,No
2698-YYYYY,Female,1,Yes,Yes,5,Yes,No,45.78,228.9,No
6447-EEEEE,Male,0,Yes,Yes,28,Yes,No,90.14,2523.92,No
1726-LLLLL,Male,0,Yes,No,57,Yes,DSL,21.44,1222.08,Yes
9945-KKKKK,Female,0,Yes,No,16,Yes,No,24.95,399.2,No
3868-YYYYY,Male,1,No,Yes,15,Yes,No,79.94,1199.1,No
8612-WWWWW,Female,0,Yes,No,2,Yes,No,54.17,108.34,No
8840-UUUUU,Male,0,No,Yes,20,Yes,Fiber optic,115.33,2306.6,No
3986-ZZZZZ,Male,1,No,Yes,63,Yes,DSL,110.32,6950.16,No
3209-CCCCC,Female,0,Yes,No,35,Yes,No,91.37,3197.95,No
8498-BBBBB,Male,0,Yes,Yes,61,Yes,DSL,101.81,6210.41,Yes
5807-GGGGG,Female,0,Yes,Yes,41,No,DSL,86.73,3555.93,No
1717-ZZZZZ,Male,0,No,No,41,Yes,DSL,32.56,1334.96,No
4268-BBBBB,Male,0,Yes,No,60,Yes,No,96.55,5793.0,No
6170-JJJJJ,Male,0,No,Yes,12,Yes,No,41.02,492.24,No
9444-MMMMM,Female,0,Yes,No,10,Yes,DSL,52.34,523.4,No
9897-PPPPP,Male,0,Yes,No,53,Yes,Fiber optic,101.92,5401.76,Yes
5150-BBBBB,Male,1,No,No,15,Yes,DSL,73.65,1104.75,No
4131-JJJJJ,Male,0,No,No,7,Yes,Fiber optic,105.99,741.93,No
6848-YYYYY,Male,1,Yes,Yes,58,Yes,DSL,41.3,2395.4,No
1783-UUUUU,Female,0,No,Yes,56,No,DSL,80.78,4523.68,No
6438-IIIII,Female,1,No,Yes,39,Yes,DSL,28.38,1106.82,No
3039-ZZZZZ,Male,0,No,No,58,Yes,No,84.31,4889.98,No
7029-NNNNN,Female,0,No,No,1,Yes,Fiber optic,96.25,96.25,No
7553-XXXXX,Male,0,No,No,9,Yes,Fiber optic,78.49,706.41,Yes
8204-MMMMM,Male,1,Yes,No,43,Yes,DSL,46.62,2004.66,No
6554-FFFFF,Male,0,Yes,No,10,Yes,No,23.13,231.3,Yes
9129-WWWWW,Female,0,No,No,1,Yes,No,31.94,31.94,Yes
9151-LLLLL,Female,0,Yes,No,49,Yes,Fiber optic,82.23,4029.27,Yes
9507-IIIII,Female,0,Yes,Yes,11,Yes,No,113.44,1247.84,No
2353-XXXXX,Female,0,No,Yes,22,Yes,Fiber optic,40.65,894.3,No
7955-CCCCC,Female,0,Yes,No,17,Yes,Fiber optic,93.5,1589.5,Yes
8055-TTTTT,Female,0,No,No,61,Yes,Fiber optic,106.65,6505.65,Yes
3956-RRRRR,Female,0,No,No,61,Yes,No,72.09,4397.49,No
5813-KKKKK,Female,0,Yes,Yes,37,Yes,Fiber optic,86.93,3216.41,Yes
2680-CCCCC,Female,0,No,Yes,66,Yes,Fiber optic,101.5,6699.0,No
6372-VVVVV,Male,0,No,No,37,Yes,DSL,46.07,1704.59,Yes
5843-JJJJJ,Female,0,No,No,66,Yes,Fiber optic,49.69,3279.54,No
8305-TTTTT,Female,0,No,Yes,60,Yes,Fiber optic,20.06,1203.6,No
7981-FFFFF,Female,0,No,Yes,0,Yes,DSL,116.31,0.0,No
8272-LLLLL,Female,0,Yes,Yes,44,Yes,DSL,111.75,4917.0,No
8325-BBBBB,Female,0,Yes,Yes,27,Yes,No,96.46,2604.42,No
6776-TTTTT,Female,0,No,No,20,Yes,Fiber optic,27.91,558.2,Yes
8126-IIIII,Female,0,No,Yes,12,Yes,No,64.75,777.0,No
1939-CCCCC,Female,0,Yes,Yes,26,Yes,No,30.19,784.94,No
7655-LLLLL,Female,0,No,No,6,Yes,DSL,21.59,129.54,Yes
9406-ZZZZZ,Female,0,Yes,Yes,21,No,No,81.62,1714.02,Yes
3621-AAAAA,Female,0,No,Yes,52,Yes,Fiber optic,116.08,6036.16,No
3339-TTTTT,Male,0,No,Yes,3,Yes,DSL,110.29,330.87,Yes
8179-BBBBB,Male,0,No,No,22,Yes,Fiber optic,89.68,1972.96,No
3068-CCCCC,Female,0,No,Yes,69,Yes,Fiber optic,29.66,2046.54,No
4866-YYYYY,Female,0,No,No,32,Yes,DSL,47.42,1517.44,No
7001-LLLLL,Male,1,No,No,27,Yes,Fiber optic,52.01,1404.27,No
